Rank,Score,Num1,Num2,Num3,Num4,Num5,Sum,Even,Odd,Seq2,Seq3,Mod,Modx,Dup1,Dup2,Dup3,r0,r1,r2,r3,r4,r5,r6,r7,Mean,Median
1,80.5,5,13,22,28,32,100,3,2,0,0,1,0,1,1,1,0,0,0,0,1,2,1,1,20.0,22.0
2,80.0005,4,12,23,29,31,99,2,3,0,0,0,0,0,1,2,0,0,0,3,0,1,1,0,19.8,23.0
3,79.0015,4,12,19,23,39,97,2,3,0,0,1,0,0,1,1,0,0,0,2,1,0,1,1,19.4,19.0
4,78.502,3,12,16,33,40,104,3,2,0,0,1,0,1,2,2,0,0,0,2,2,1,0,0,20.8,16.0
5,78.0025,3,19,23,28,32,105,2,3,0,0,1,0,0,1,1,0,0,0,1,0,1,1,2,21.0,23.0
6,77.503,3,16,18,22,35,94,3,2,0,0,0,0,0,2,2,0,0,0,1,2,2,0,0,18.8,18.0
7,77.503,4,16,22,29,35,106,3,2,0,0,0,0,0,1,2,0,0,0,1,2,1,1,0,21.2,22.0
8,77.0035,5,16,20,29,37,107,2,3,0,0,0,0,1,2,3,0,0,0,2,2,0,1,0,21.4,20.0
9,76.507,3,12,28,30,41,114,3,2,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,22.8,28.0
10,76.507,3,12,28,31,40,114,3,2,0,0,0,0,1,1,1,0,0,0,1,1,2,0,1,22.8,28.0
11,76.504,7,12,20,23,30,92,3,2,0,0,1,0,1,2,2,0,0,0,3,2,0,0,0,18.4,20.0
12,76.504,4,18,22,29,35,108,3,2,0,0,0,0,0,1,2,0,0,0,2,1,1,1,0,21.6,22.0
13,76.5,8,13,19,22,38,100,3,2,0,0,1,0,0,1,1,0,0,1,1,0,2,0,1,20.0,19.0
14,76.5,3,19,22,26,30,100,3,2,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,20.0,22.0
15,76.0005,4,16,21,23,35,99,2,3,0,0,0,0,0,2,2,0,0,1,1,2,0,1,0,19.8,21.0
16,75.505,3,12,18,20,37,90,3,2,0,0,0,0,0,1,1,0,0,0,3,0,1,1,0,18.0,18.0
17,75.501,6,12,18,23,39,98,3,2,0,0,0,0,0,2,2,0,0,1,3,1,0,0,0,19.6,18.0
18,75.501,3,16,22,27,30,98,3,2,0,0,0,0,0,1,1,0,0,1,0,2,2,0,0,19.6,22.0
19,75.0055,4,12,25,29,41,111,2,3,0,0,0,0,0,0,1,0,0,0,2,1,1,1,0,22.2,25.0
20,75.0015,2,7,23,30,41,103,2,3,0,0,0,0,1,2,2,0,0,1,1,2,1,0,0,20.6,23.0
21,74.505,3,10,25,32,40,110,3,2,0,0,1,0,1,1,2,0,0,1,0,2,1,1,0,22.0,25.0
22,74.502,6,13,22,25,38,104,3,2,0,0,0,0,0,1,1,0,0,1,1,1,2,0,0,20.8,22.0
23,74.502,4,17,25,28,30,104,3,2,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,20.8,25.0
24,74.502,5,18,22,27,32,104,3,2,0,0,1,0,1,2,2,0,0,1,1,1,1,1,0,20.8,22.0
25,74.0065,3,18,22,33,37,113,2,3,0,0,1,0,0,1,1,0,0,0,2,0,2,1,0,22.6,22.0
26,74.0025,7,19,22,24,33,105,2,3,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,21.0,22.0
27,74.0015,3,12,28,29,31,103,2,3,1,0,0,0,0,0,1,0,0,0,2,0,2,0,1,20.6,28.0
28,73.506,3,10,28,31,40,112,3,2,0,0,1,0,1,1,2,0,0,1,0,1,2,0,1,22.4,28.0
