Rank,Score,Num1,Num2,Num3,Num4,Num5,Sum,Even,Odd,Seq2,Seq3,Mod,Modx,Dup1,Dup2,Dup3,r0,r1,r2,r3,r4,r5,r6,r7,Mean,Median
1,80.0005,5,13,16,28,37,99,2,3,0,0,0,0,1,2,2,0,0,0,0,2,1,1,1,19.8,16.0
2,80.0005,4,12,23,25,37,101,2,3,0,0,0,0,0,1,1,0,0,0,2,1,0,2,0,20.2,23.0
3,79.0015,3,12,25,30,33,103,2,3,0,0,1,0,0,0,0,0,0,0,2,2,1,0,0,20.6,25.0
4,78.502,4,13,18,29,32,96,3,2,0,0,0,0,0,1,2,0,0,0,2,0,1,2,0,19.2,18.0
5,78.0025,5,16,22,29,33,105,2,3,0,0,0,0,1,2,3,0,0,0,2,2,1,0,0,21.0,22.0
6,78.0025,4,13,16,31,41,105,2,3,0,0,1,0,0,1,1,0,0,0,0,1,3,1,0,21.0,16.0
7,78.0025,7,13,18,22,35,95,2,3,0,0,0,0,1,2,2,0,0,0,1,2,2,0,0,19.0,18.0
8,77.503,4,16,18,29,39,106,3,2,0,0,1,0,0,2,3,0,0,0,2,2,0,1,0,21.2,18.0
9,77.0035,3,12,19,33,40,107,2,3,0,0,1,0,1,1,1,0,0,0,2,1,1,0,1,21.4,19.0
10,77.0035,3,12,19,32,41,107,2,3,0,0,1,0,0,0,0,0,0,0,1,0,2,1,1,21.4,19.0
11,76.504,3,16,22,30,37,108,3,2,0,0,0,0,0,1,1,0,0,0,0,2,2,1,0,21.6,22.0
12,76.504,4,16,18,29,41,108,3,2,0,0,0,0,0,2,3,0,0,0,2,1,1,1,0,21.6,18.0
13,76.504,4,7,12,28,41,92,3,2,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,18.4,12.0
14,76.0005,5,16,19,27,32,99,2,3,0,0,0,0,1,2,2,0,0,1,0,2,0,1,1,19.8,19.0
15,76.0005,9,16,19,23,32,99,2,3,0,0,1,0,0,2,2,0,0,1,1,1,0,1,1,19.8,19.0
16,76.0005,4,11,20,31,33,99,2,3,0,0,1,0,0,0,0,0,0,1,2,0,1,1,0,19.8,20.0
17,76.0005,5,10,13,32,41,101,2,3,0,0,0,0,1,1,2,0,0,1,0,1,2,1,0,20.2,13.0
18,76.0005,7,10,19,28,37,101,2,3,0,0,1,0,1,1,2,0,0,1,0,1,0,1,2,20.2,19.0
19,75.505,5,12,28,30,35,110,3,2,0,0,1,0,1,1,1,0,0,0,1,3,0,0,1,22.0,28.0
20,75.505,4,12,22,33,39,110,3,2,0,0,1,0,0,0,0,0,0,0,2,1,1,1,0,22.0,22.0
21,75.505,4,18,23,28,37,110,3,2,0,0,1,0,0,2,2,0,0,0,2,0,0,2,1,22.0,23.0
22,75.505,4,12,18,23,33,90,3,2,0,0,1,0,0,2,2,0,0,0,4,0,0,1,0,18.0,18.0
23,75.504,4,11,22,31,40,108,3,2,0,0,1,0,1,1,1,0,0,1,0,1,2,1,0,21.6,22.0
24,75.504,2,12,23,30,41,108,3,2,0,0,1,0,0,1,1,0,0,1,2,1,1,0,0,21.6,23.0
25,75.501,4,6,16,35,41,102,3,2,0,0,1,0,0,1,1,0,0,1,0,2,1,1,0,20.4,16.0
26,75.501,9,13,20,28,32,102,3,2,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,20.4,20.0
27,75.0055,3,7,12,28,39,89,2,3,0,0,0,0,1,1,1,0,0,0,1,2,1,0,1,17.8,12.0
28,75.0025,5,12,18,33,37,105,2,3,0,0,0,0,1,2,2,0,0,0,3,1,0,1,0,21.0,18.0
29,75.0015,4,10,19,29,41,103,2,3,0,0,1,0,0,0,2,0,0,1,1,0,1,1,1,20.6,19.0
30,75.0005,7,12,23,29,30,101,2,3,1,0,0,0,1,2,3,0,0,0,3,2,0,0,0,20.2,23.0
31,74.502,4,12,23,26,31,96,3,2,0,0,0,0,0,1,1,0,0,1,2,0,1,1,0,19.2,23.0
32,74.502,4,11,20,29,32,96,3,2,0,0,0,0,0,0,1,0,0,1,2,0,0,2,0,19.2,20.0
33,74.502,3,16,18,27,32,96,3,2,0,0,0,0,0,2,2,0,0,1,1,1,1,1,0,19.2,18.0
34,74.502,8,12,19,28,37,104,3,2,0,0,1,0,0,0,0,0,0,1,1,0,0,1,2,20.8,19.0
35,74.502,8,18,23,25,30,104,3,2,0,0,1,0,0,2,2,0,0,1,2,2,0,0,0,20.8,23.0
36,74.502,8,12,16,29,39,104,3,2,0,0,1,0,0,1,2,0,0,1,2,2,0,0,0,20.8,16.0
37,74.0065,5,16,25,28,39,113,2,3,0,0,1,0,1,2,2,0,0,0,0,4,0,0,1,22.6,25.0
38,74.0065,3,7,18,22,37,87,2,3,0,0,1,0,1,2,2,0,0,0,1,1,2,1,0,17.4,18.0
39,74.0025,3,9,16,29,38,95,2,3,0,0,1,0,0,2,3,0,0,1,2,1,1,0,0,19.0,16.0
40,74.0025,4,7,17,28,39,95,2,3,0,0,1,0,1,1,1,0,0,1,0,2,0,1,1,19.0,17.0
41,74.0025,3,16,19,26,31,95,2,3,0,0,1,0,0,1,1,0,0,1,0,1,2,0,1,19.0,19.0
42,74.0025,3,12,15,35,40,105,2,3,0,0,1,0,1,1,1,0,0,1,1,2,1,0,0,21.0,15.0
43,74.0025,5,15,22,30,33,105,2,3,0,0,1,0,1,1,1,0,0,1,1,2,1,0,0,21.0,22.0
44,74.0025,3,6,18,37,41,105,2,3,0,0,0,0,0,1,1,0,0,1,1,0,2,1,0,21.0,18.0
45,74.0025,5,11,22,30,37,105,2,3,0,0,0,0,1,1,1,0,0,1,0,2,1,1,0,21.0,22.0
46,73.503,9,12,20,25,40,106,3,2,0,0,1,0,1,1,1,0,0,1,2,2,0,0,0,21.2,20.0
47,73.503,3,10,25,28,40,106,3,2,0,0,1,0,1,1,2,0,0,1,0,2,1,0,1,21.2,25.0
48,73.5,3,11,18,30,38,100,3,2,0,0,1,0,0,2,2,0,0,1,2,1,1,0,0,20.0,18.0
49,73.5,2,16,18,31,33,100,3,2,0,0,0,0,0,2,2,0,0,1,2,1,1,0,0,20.0,18.0
50,73.0075,3,12,29,33,38,115,2,3,0,0,1,0,0,1,2,0,0,0,4,0,1,0,0,23.0,29.0
51,73.0075,4,7,19,22,33,85,2,3,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,17.0,19.0
52,73.0035,5,17,19,22,30,93,2,3,0,0,0,0,1,1,1,0,0,1,0,2,1,0,1,18.6,19.0
53,73.0035,1,4,25,37,40,107,2,3,0,0,0,0,1,1,1,0,0,1,0,2,0,2,0,21.4,25.0
54,73.0035,6,12,19,25,31,93,2,3,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,18.6,19.0
55,73.0035,3,9,22,32,41,107,2,3,0,0,1,0,0,0,0,0,0,1,0,0,3,1,0,21.4,22.0
56,73.0035,7,15,18,20,33,93,2,3,0,0,0,0,1,2,2,0,0,1,3,1,0,0,0,18.6,18.0
57,73.0035,5,16,22,27,37,107,2,3,0,0,1,0,1,2,2,0,0,1,0,2,1,1,0,21.4,22.0
58,73.0035,7,17,23,28,32,107,2,3,0,0,1,0,1,2,2,0,0,1,1,1,0,1,1,21.4,23.0
59,73.0005,7,9,16,30,37,99,2,3,0,0,1,0,1,2,2,0,0,1,0,3,0,1,0,19.8,16.0
60,72.505,13,16,20,29,32,110,3,2,0,0,0,0,0,1,2,0,0,0,2,1,1,1,0,22.0,20.0
61,72.505,4,16,18,35,37,110,3,2,0,0,0,0,0,2,2,0,0,0,1,2,0,2,0,22.0,18.0
62,72.504,6,13,20,29,40,108,3,2,0,0,1,0,1,1,2,0,0,1,2,1,1,0,0,21.6,20.0
63,72.504,7,10,20,33,38,108,3,2,0,0,1,0,1,2,3,0,0,1,3,1,0,0,0,21.6,20.0
64,72.501,4,7,26,28,33,98,3,2,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,19.6,26.0
65,72.501,7,9,12,32,38,98,3,2,0,0,1,0,1,2,2,0,0,1,2,1,0,1,0,19.6,12.0
66,72.501,4,12,14,33,39,102,3,2,0,0,1,0,1,1,1,0,0,1,2,1,0,1,0,20.4,14.0
67,72.501,4,8,22,25,39,98,3,2,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,19.6,22.0
68,72.5,3,6,18,31,42,100,3,2,0,0,0,0,0,1,1,0,0,2,1,0,2,0,0,20.0,18.0
69,72.5,4,9,12,34,41,100,3,2,0,0,1,0,1,1,1,0,0,2,1,0,1,1,0,20.0,12.0
70,72.5,6,16,18,21,39,100,3,2,0,0,1,0,0,2,2,0,0,2,1,2,0,0,0,20.0,18.0
71,72.0085,3,7,19,22,32,83,2,3,0,0,1,0,1,1,1,0,0,0,0,1,2,1,1,16.6,19.0
72,72.0075,3,13,24,35,40,115,2,3,0,0,1,0,1,1,1,0,0,1,0,2,2,0,0,23.0,24.0
73,72.0045,5,12,21,32,39,109,2,3,0,0,1,0,1,1,1,0,0,1,1,2,0,1,0,21.8,21.0
74,72.0045,3,10,18,29,31,91,2,3,0,0,0,0,0,1,3,0,0,1,2,0,2,0,0,18.2,18.0
75,72.0045,4,7,12,27,41,91,2,3,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,18.2,12.0
76,72.0045,3,9,22,35,40,109,2,3,0,0,0,0,1,1,1,0,0,1,0,2,2,0,0,21.8,22.0
77,72.0045,3,15,22,31,38,109,2,3,0,0,0,0,0,1,1,0,0,1,1,0,3,0,0,21.8,22.0
78,72.0045,3,6,13,29,40,91,2,3,0,0,1,0,1,1,2,0,0,1,1,1,2,0,0,18.2,13.0
79,72.0035,4,5,18,39,41,107,2,3,1,0,0,0,1,2,2,0,0,0,1,2,1,1,0,21.4,18.0
80,72.0035,3,12,19,20,39,93,2,3,1,0,1,0,0,0,0,0,0,0,2,1,1,0,1,18.6,19.0
81,72.0015,4,11,13,30,39,97,2,3,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,19.4,13.0
82,72.0005,3,4,25,32,35,99,2,3,1,0,1,0,0,0,0,0,0,0,0,2,1,2,0,19.8,25.0
83,72.0005,1,12,23,26,39,101,2,3,0,0,0,0,0,1,1,0,0,2,2,1,0,0,0,20.2,23.0
84,71.505,2,13,18,20,37,90,3,2,0,0,0,0,0,1,1,0,0,1,2,0,1,1,0,18.0,18.0
85,71.505,4,12,23,29,42,110,3,2,0,0,1,0,0,1,2,0,0,1,3,0,0,1,0,22.0,23.0
86,71.505,2,18,23,30,37,110,3,2,0,0,0,0,0,2,2,0,0,1,2,1,0,1,0,22.0,23.0
87,71.504,2,13,21,32,40,108,3,2,0,0,1,0,1,1,1,0,0,2,0,1,1,1,0,21.6,21.0
88,71.504,4,12,19,20,37,92,3,2,1,0,0,0,0,0,0,0,0,0,2,0,0,2,1,18.4,19.0
89,71.502,2,12,18,33,39,104,3,2,0,0,1,0,0,1,1,0,0,1,3,1,0,0,0,20.8,18.0
90,71.502,4,7,22,24,39,96,3,2,0,0,1,0,1,1,1,0,0,1,0,2,1,1,0,19.2,22.0
91,71.501,8,17,20,22,31,98,3,2,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,19.6,20.0
92,71.501,1,14,18,28,37,98,3,2,0,0,1,0,1,2,2,0,0,2,1,0,0,1,1,19.6,18.0
93,71.501,1,4,13,38,42,98,3,2,0,0,0,0,0,1,1,0,0,2,1,0,1,1,0,19.6,13.0
94,71.501,4,12,24,27,31,98,3,2,0,0,1,0,0,0,0,0,0,2,1,0,1,1,0,19.6,24.0
95,71.501,6,13,18,24,41,102,3,2,0,0,0,0,0,1,1,0,0,2,1,0,2,0,0,20.4,18.0
96,71.0095,4,18,25,33,39,119,2,3,0,0,0,0,0,1,1,0,0,0,2,2,0,1,0,23.8,25.0
97,71.0095,3,13,30,32,41,119,2,3,0,0,1,0,0,0,0,0,0,0,0,1,3,1,0,23.8,30.0
98,71.0085,4,13,26,33,41,117,2,3,0,0,1,0,0,0,0,0,0,1,1,0,2,1,0,23.4,26.0
99,71.0055,3,13,18,36,41,111,2,3,0,0,1,0,0,1,1,0,0,1,1,0,3,0,0,22.2,18.0
100,71.0055,1,13,18,20,37,89,2,3,0,0,0,0,0,1,1,0,0,1,2,0,1,1,0,17.8,18.0
101,71.0055,7,15,20,32,37,111,2,3,0,0,1,0,1,1,1,0,0,1,1,1,0,2,0,22.2,20.0
102,71.0055,1,19,22,30,39,111,2,3,0,0,1,0,0,0,0,0,0,1,0,2,1,0,1,22.2,22.0
103,71.0055,4,10,19,37,41,111,2,3,0,0,0,0,0,0,1,0,0,1,0,0,1,2,1,22.2,19.0
104,71.0025,4,6,19,37,39,105,2,3,0,0,1,0,0,0,0,0,0,1,0,1,0,2,1,21.0,19.0
105,71.0025,1,12,19,35,38,105,2,3,0,0,0,0,0,1,1,0,0,1,2,1,0,0,1,21.0,19.0
106,71.0015,2,13,20,27,35,97,2,3,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,19.4,20.0
107,71.0015,3,9,16,33,42,103,2,3,0,0,1,0,0,1,1,0,0,2,1,1,1,0,0,20.6,16.0
108,71.0015,8,11,20,29,35,103,2,3,0,0,0,0,0,0,1,0,0,2,2,1,0,0,0,20.6,20.0
